"","text","score"
"1412","while ites a surreal time for all of u i hope this beautiful picture of vibrant mustard green from my morn walk ffabedeefbf with our ffb bring a ffa and some joy eca covcbd quarantine breathe stayhealthy walkingea",0.351
"1413","ffead audition rep dialect coach ffead covid special eccefbf pay what you can want to brush up your shakespeare work on a song or monologue for audition find new material to add to yourea",0.463
"1414","iem struggle with work due to covid i write a blog about endometriosis and would love you guy to check it out edaefbf my insta i also on there if you have any question for me want to get the message out and start work with company",0.746
"1415","my mam got a call from today and we excuse me tongue stick out ected them look for extra fund during this tough time of covid we were wrong they thank h for continual donate to them and want to know how she was cop with covid not all heroes wear capesedaefbf",0.746
"1416","covid family photo edaefbf hey take what you can get at this juncture",0.746
"1417","my student just made me aware of this site that ha realtime information on covid for the u and canada note that it was made withedaefbfby firstgeneration chinese immigrant to whoever i responsible thank you and well done",0.746
"1418","smokin some covid kush shit pretty heavy ec",0.407
"1419","a covid patient numb crease eacefbf influenzarelated hospitalization rate are the high on cord for children young than year and adult age to year",0.389
"1420","little do people know the covid outbreak was create just to get people to stop talk about kobe bryant fabfbedefbf",0.125
"1421","i just dropped a free ebook for tech challenge small busy owner to get their business online a soon a possible covid ha limit social interaction grow your online busy while we ride this out ecafbd",0.429
"1422","seeing this ha made my day wow just wow such act of kind real make a difference to people in desperate time you love human edaefbf take that covid you canet destroy love ff",0.746
"1423","covid coronavirus warn eaaefbf",-0.066
"1424","covid may impact the come that you receive but it doe not impact the bill that your staff member have to pay whilst this joke of a egovernmente lead u to mayhem treat your staff fair u get back what u put in and they should get back what they have given u simple edaefbf",0.746
"1425","nature life and colour will always reignedaefbf pandemia cuarentena covid coronavirus m buenfinde myflowers",0.746
"1426","ffaaffb covid forecast infection deaths deaths deaths ffaaffb population m if eda pls rth coronavirusupdate covid coronavirusoutbreak coronavirusespana pandemia coviditalia coronavirus cuarentenatotal pp psoe",0.746
"1427","remain optimistic throughout the pandemia i important a the head of your family parent who mind their children of past crisis they went through survive help kid feel safe calm be a unite front mom dad do it for for your children each otheredaefbfsurvival",0.746
"1428","weere at war it not a matte of u v them the enemy i fear the battleground i the mind spirit v fleshego the immune systemsoul fight a virus of the mind keep it in perspective edaefbf coronavirusupdate lockdown pandemia pandemic covid",0.746
"1429","isolationandchill might be the b hashtag ever edaefbf happy spring coronavirus corona virus koronavirus korona selfquarantine selfquarantineandchill selfisolationandchill selfcare quarantineandchill quarantine pandemic pandemia coronapandemic covid covid",0.746
"1430","you know folk if you all hadnet been panic buy a lot of people would have a lot of what they need so cut the shit fabfbedefbf ites time for u to come together not drive each other away and fuck each other over covid covid coronavirus pandemic pandemia panicbuyers",0.125
"1431","ffaffbffatake advantage of city are lockdown n no come ffabedeefbfso encourage people with dollarsffcto fill the census by internet coronaviruschallenge quarantine pandemia covid covidpr californialockdown covid bronx ffeac puertorico ffbffb usa ffbaffb",0.125
"1432","quarantinedcoronavirus breakingnews pmstudionews covcbd coronavirusitalianews coronavirus athome italyffaeffb iorestoacasa iorestoacasaedaefbf pandemia stayathome cat fotointerior tv breakingnews milan italy",0.746
"1433","myquarantineinsixwords believe god will heal the world ecdefbfeaefbf thursdaythoughts quarentinelife praytogether coronavirus pandemia faithoverfear",0
"1434","efa watch here",0.111
"1435","no joke feminine pad or underwear could be our friend for extreme case of mask shortage g it a thought facemasks flattenthecurve pandemia coronavirusoutbreakeaaefbf dezeen",-0.066
"1436","coronavirusesp coronavirusuk pandemia saveworkers please praise the elow wagee people if u hv lot follow retweetedaefbf",0.746
"1437","flu drug avigan speed up coronavirus recovery in ear trial accord to furthermore the japanese govern hold a stockpile of the medicine for about m people ff we will prevail ecefbfe",0.463
"1438","donald trump speak coronavirus spread across global chinese pandemia in cartoon fbfafafafafbfabcfbaeaefbfafcafcf",0.571
"1439","silly human staff taking selfie while in quarantine stayathom staycationffbffeffb wtg all healthworkers firstrespondersfafabcfafafafabceca ultimate support admiration during pandemia coronavirus coronaviruschallenge especialy in serbia fight covid aloneffaaffbffbffaa",0.429
"1440","albania pm passe from no reason for panic to national extreme quarantine quick than any anticonstitutional law at hi mono party parliament on hour of circulate ffaffb ea edirama coronavirus shqip albanian shqiperi shqiptar tirana tirane pandemia",-0.033
"1441","here i our top of videogames about viral outbreakedwhats your world war z resident evil day gone bloodborne the last of u lotof pandemia coronavirus covid coronavirusoutbreak coronavirusupdate sony ps microsoft xboxone nintendo switch",0.1
"1442","we may be separate but were more unite than ever eda covid covid covidebc covid coronavirusoutbreak coronavirus coronaviruspt pandemia pandemiamundial pandemiacoronavirus",0.746
"1443","trick shot challenge for the weekend g it a go or create your own and tag me in the post in the meantime stay safe everyone ecfbc socialdistancing corona firsttake ffaa",0.463
"1444","the first friday in my life without hear the sound of pray ff this i gonna be the lonely friday ever i hope this covid goes aways and we start our live peaceful and safe edaefbf dadadacdbda corona",0.746
"1445","hello family get ready for a brand new song corona by oda paccy x altoffaffaffaffaffa please subscribe on our youtube channel ladiesempire ffa u ll be notify once the song i out outeaefbf teamladiesempire",0.657
"1446","homeoffice remote easy virtual coffee break in our new kitchen with the team eefbf corona whereby zoom hennef",0.244
"1447","at the beginning of the new persian year i wish the iranian people peace and freedom and the end of the corona epidemic our heart are with you edaefbf happy nowruz",0.746
"1448","a serious a im taking this virus but it seem it becoming an excuse for virtual every industry to ask for free money unlike in when it was on the bank faedefbfa bitcoin can fix this sanity corona covid bailout",0.125
"1449","tiggeres selfisolating in minies bededaefbf wolf corona dogsoftwitter",0.746
"1450","pm on coronavirus for more information get in touch with u at efbfcal u fadres feet road namdev marg bathinda punjab eaefbfwebsite",0
"1451","i wanna see all of you post meme about nature and planet worry and promise how you gonna change your way of live and think to act now and continue to do so aft this corona situationecfbcfdcorona coronavirusupdate coronavirusuk coronaviruschallenge actnow",0.463
"1452","corona crisis many event are postpone eeaefbf",0.147
"1453","jantacurfew we all support this and please u also forxar vasai corona staysafe stopcoronavirusebefbf",0.485
"1454","with all the event cancel due to corona real hope m will not be cancel ebefbf",-0.522
"1455","satire ffabffabff a modiji request we r putt in action hi eultimatee treatment advice to kick off coronaffaaedeefbf vedicscience satire godsaveindia f",0.125
"1456","ffaa freebet ffaa icehockey f belarusextraleague time pm gmt odd amount place eur ffa another one from u let get it today too eda sportspicks prediction tipster sportsbet covid fightcovid corona",0.746
"1457","big edto all current era muslims ffa coronainpakistan corona cvid pakistan muslims",0.068
"1458","keep on laugh be happy and stay at home fa ffa corona evdekalturkiye wirbleibenzuhause eaefbf",0.657
"1459","plz godf coronavirus carekarona up upwale balrampur blp gonda shravasti up uttarpradesh corona coronavirus saveearth plzggod follow for more meme content relate to balrampur nd also share on your storyedaefbf",0.746
"1460","even the car are socialdistanacing those two in the middle are an item edaefbf covid corona",0.746
"1461","corona financial damage calculate and bitcoin i fly like crazy when dump fabfbcedefbf manipulate on every corn xrp btc link enj vet eth bnb xlm xmr dash ada xtz atom",0.125
"1462","first pandemic th ce origin china second pandemic th ce origin china third pandemic th ce origin china china i motherland of indian communist pandemic ffabedeefbf coronavirusoutbreakindia coronavirusupdate corona",0.125
"1463","baby doll corone di fafbedefbf kanikakapoor corona jantacurfew coronavirusoutbreakindia",0.125
"1464","social distance coronavirus corona socialdistanacing socialdistancingpickuplines socialdistance stayhomechallenge stayathomechallenge coronavirusupdate fcefbfbedaefbfdfc",0.746
"1465","socialdistancing we have to keep our distance stay strong eca post posterdesign graphicposter corona coronavirus designercadailygraphic",0.429
"1466","join hand to fight against corona stay home stay safe corona coronavirusoutbreakeaaefbf coronaout agiit axisglobalautomation",-0.066
"1467","exclusive nd confirm got the corona virusffaffa sidnaaz pls take care staysafestayhome staysafesidnaaz eda",0.746
"1468","i total condemn this muslim lady make cross reference of qucaean and corona ffa",0.279
"1469","life ha slow downff ffcd ha stop down ffbac are ground down ffaa are back to shore bird start to fly out marine life i wave loudffa ffb ha turn eacefbf sky ha calm downffbc air i getting pureffe ffba are back to shushff u got time for familyffaedffaedffaedffa live life once again let corona down",0.389
"1470","homeoffice tag eefbf lockdown corona",0.465
"1471","the large u mine on the ethereum blockchain i direct the process power of specialize computer chip toward search to find a therapy for the coronavirusffa stay healthyedaefbf",0.746
"1472","you need sanitize at this situate but didnt find any in the market try our trick curefromcoronavirus sanitize handsanitizer coronaitaly coronaextra coronacapital corona coronavirusinindia coronavirusoutbreakeaaefbf coronavirus coronavirusmeme coronaout modagin",-0.066
"1473","please practice self isolate list to these folk ffa big thank to to support this causeedaefbf corona covid",0.746
"1474","a beautiful moment of connection between neighbor in israel fill my heart edaefbf corona covid",0.746
"1475","herees to the real heroes who are putt their live at risk for u everyday edaefbf thank youu to all the doctor nurse lab attendant ride and other hospital worker for bee so brave corona coronavirus covid pandemic",0.746
"1476","alone we can do so little together we can do so much the power of teamwork edaefbfafbfcf share your view pleeseeffaffce teamworkmakesthedreamwork m corona fightagainstcorona joinhands love india entrepreneur entrepreneur entrepreneurialthough entrepreneurlife",0.746
"1477","bill gate told u to prepare for corona back in edcovidebc virus",0.1
"1478","stay home stay safe of corona infect people donet feel sick but if they continue to mingle with other they infect other of whom would need hospital care that no i big can overwhelm the medical care system eaaefbf coronaviruspandemic covidindia mizoram",-0.066
"1479","this i the mindset of former dgp of just kidding police world i suffer from corona virus he i say about sanction you can imagine how indian govt g helm of affair in the hand of most competent people in kashmir i can on have sympathy with you nothing else ebaffb",0.657
"1480","this eaefbf coronavirusupdate corona hope love",0.657
"1481","spot on bible passage for our text in my bible read plan today even though church service gather have stopped god hasnt appear he doesnt live in church build ebaa corona coronavirus covid",0.125
"1482","corona i my true love coz ive been distance myself from everybody else due to it i dont care about anybody else in the world i stopped touch and kiss other i care on about myself and corona thank you my dear you taught me life edaefbf coronastopkarona",0.746
"1483","corona i my true love coz ive been distance myself from everybody else due to it i dont care about anybody else i dont care about the world i stopped touch and kiss other i care on about myself and corona thank you my dear you taught me life edaefbf",0.746
"1484","breakingnewsnow ynwa all over the world simultaneous hope gerryandthepacemakers royalty will be donate to corona victim or helpedaefbf",0.746
"1485","repost soulmagick ea ea ea ea ea ea let raise a posit conscious ead all my light worker let meditate raise the vibrate a mother earth i heal meditate corona coronavirus stayhealthy stayhomeea",0.58
"1486","god bless yallffa covid covid corona coronavirusoutbreakeaaefbf outbreak new newyork newjersey california confinement excuse me tongue stick out lore cuyahogacounty ohio sick fluseason viral virus cold china tolietpaper toledo sanitize washyourhands soap food help safetyfirst",-0.066
"1487","follow these step to prevent the spread of coronavirus covid corona coronavirusoutbreakeaaefbf",-0.066
"1488","how do you put in to word that people wont be selfish and go to pub and restaurant even though our shop shelve are bee ransack i say we have a strong chance of the majority of citizen work together and stopping this spread i just cant fafbedefbf covid idiot",0.125
"1489","the global outbreak of the coronavirus ha had a significant impact on the gamble industry around the world we talk a bit more about how covid might impact the game market particular in italy here eeaefbf",0.147
"1490","eabeefbf darryl strawberry talk coronavirus and coloncancerawareness with me this sunday on foxny sportsxtra pm donet let covid tract you from other major heal issue you could be have if you haveea",-0.037
"1491","dear kashmiris be selfquarantinedthis i not a new the for usv r use to it this time it i for our own safety dont say ye che sori khudayas tam there i no doubt in it but almighty ha given u intelligence be wise have courageffaaecc kashmir covid",0.463
"1492","eaaefbf keep your distance mete apart elder and vulnerable queue outside sainsburys in kidderminster socialdistanacing covid covid coronavirusupdate covid coronacrisis chinesewuhanvirus coronavirus coronacrisis covid",-0.066
"1493","germanyes coronavirus anomaly high infection rate but few deaths an excuse me tongue stick out lanation eacefbf covid coviddeutschland",0.389
"1494","love car share this i family eda pantawidngpagibig covid",0.746
"1495","dont look back in angeroasis when i look to youw houston cae covid",0.279
"1496","gold like the sun which melt wax but hard clay excuse me tongue stick out ands great soul antoine rivarol ca tarequlislammizan ffb gold silver melt earth art sign passe beauty covid staysafe bangladesh dhaka nature mobilephotography snapshoot iphonephotography lose",0.117
"1497","picture like this will come back to haunt u fafafbedefbf irresponsible covid",0.125
"1498","protect yourself and other from the covid covid coronaviruspandemic coronavirusoutbreakeaaefbf corvid coronavirus cough virus",-0.066
"1499","ffaeffb italia ffaeffb eaabffa coviditalia covid confinement",0.235
"1500","for all of you in these time edaefbf stay safe teachersareheroes keyworkers nhsstaff emergencyworkers foodchainworkers covid staysafestayhome coronacrisis quarentinelife charliemackesay artwork",0.746
"1501","the first friday in my life without hear the sound of pray this i gonna be the lonely friday ever i hope this covid goes aways and we start our live peaceful and safelyedaefbfb",0.746
"1502","lockdown with your family i a very posit the g time to your spouse children parent do all those the u were able to do bcos of your busy work schedule ignite the love make the most of this valuable time edaefbfd covid socialdistancing stayhome",0.746
"1503","the beard grow until we have corona under control to show our respect for medicalstaff police firefight supermarket employee ecafbc solidaritcatsbart solidaritybeart corona socialdistancing covid",0.429
"1504","stay healthy protect your self and other from covid corvid coronaviruspandemic coronavirusoutbreakeaaefbf coronavirus covid cough virus",-0.066
"1505","we need lead like eda covid",0.746
"1506","day of ecq so bore at home ff keep safe teambahay let fight covid by stay at home eaefbf",0.657
"1507","picture of the dayeda covid",0.746
"1508","corona virus or zombie apocalypse either way iem ready ffabbffafedeefbf covid zombie trucklife newworld toiletpaper",0.125
"1509","germany coronavirus covid sarscov confirm case confirm case ebcefbf dead edefbf germany i on place in the worldwide hitlist pandemic fbdfbdfdfbd ein hoch auf die ignoranz und egozentrik",0.1
"1510","good morn people a nice day todayff ebefbf stayhome day i try to do myself my cold freddo espresso coffee it i ok a cold long drink ffdb to last me some time a i work on my ipad keep your socialdistancing there are the we can do internetsm cyprus covid",0.45
"1511","i stay at work for you you stay at home for u edaefbf myairportprihatin covid",0.746
"1512","i stay at work for you you stay at home for u edaefbf malaysiaairports covid kuala lumpur international airport kila",0.746
"1513","dua lipa winsedaefbf stayhome wmme dualipa dontstartnow covid corona",0.746
"1514","if i on touch my face but nothing and nobody else then i should be okay ffaaedeefbftyped with my elbow covid",0.125
"1515","great free planning tool for those about to enter the world of home school or for anyone work from home fa ebefbf",0.209
"1516","i made a collaborate playlist on spotify call song the world need to hear right now please add to it edaefbf covid wereallinthistogether",0.746
"1517","eaaefbfthe world right now resemble the trainspotting toilet scene what i the point in selfisolation lockdowns etc if when we final get out the current sanitization standard will continue the same can we change this covid",-0.066
"1518","dmy pm coronavirus coronavirusupdate coronavirusoutbreak covid hapuscovid ecefbfa mind from the support of allah coronavirus i from the minor chastise before the major so they may turn to allah ffc",0.25
"1519","if on everybody would get that message protectthecaresystem fprotecthealthcareworkers fbcfbc dankeheldinnen aktion ch heute um fbcfbcfbcprotectyourselfandothers fabfbedefbf wirbleibenzuhause fafbedfabfbfb covid",0.125
"1520","go to use this beast to play doom eternal faedefbf covid staysafestayhome",0.309
"1521","support me eaefbf caption covid",0.657
"1522","we join in once again to applaud the brave medical crew stand at the forefront and protect all of u bravothank you so mucheda salutecoronafighters covid stayathomechallenge covid",0.746
"1523","sing kanikakapoor ha test posit for covid she hid hidden in airport toilet so that she can avoid screen there then she hid h tail of travel history to authority aft that she went to ead hotel attend party of people criminal offence",0.58
"1524","ffbffb portlandoregon media lase focus on the important issue a usual alternate headline allow covid coronavirus to spread despite concern call by local hospital to issue a shelterinplace order f u eacefbf",0.389
"1525","look sou along the millennium way more ebefbf covidublin dublin ireland nightwalkdublin photography covid",0.209
"1526","facebook ha launch million in cash grant and ad credit to help during this challenge time they have also launch a range of source to manage the disruption of covid find out more sign up for update here eeaefbf",0.147
"1527","all my love and respect eda frontliners frontlineheroes frontlinestrong covid",0.746
"1528","symptom of corona virus covid corvid coronavirus covid coronaviruspandemic coronavirusoutbreakeaaefbf",-0.066
"1529","if you need to send a gift whilst socialdistancing or in selfisolation i can help ill giftwrap include a little card with your message at no extra cost eaefbf come have a look round at",0.657
"1530","i am come soon hold on to what you have so that no one will take your crown ffeca revelation quarantinelife verseoftheday covid",0.351
"1531","a rollercoasterffea of emote this week life a bit brightereefbf when narrate by brilliant add it up onedayatatime covid",0.465
"1532","mr president ites now obvious that with all the trillion of dollar youeve spent on defense couldnet real save nor fend your people from bee wipe out in a sec you should start have a second thought on where to vest public fundsecfbd covid covid",0.463
"1533","ites x or it nothing folk edc covidaustralia covid",0.271
"1534","tread find myself increasing worry about my student on place during the covid pandemic e are we send student to a dangerous situate knowing the healthcare system can sometime treat student nurse poor in the b of situate",0.068
"1535","namastef update on covid watch this video message by of and make your travel plan according be travelawarecefbfbabfbac",0.415
"1536","tell you all to wash your hand everyone stay safe fedaefbf and take care of yourself and your family if it emergency on then go outside and wear mask covid coronavirus coronastopkarona kdrama cdrama",0.746
"1537","eacefbf ff there i hope so let stayhome like the ffaffb did to avoid transmitting covid to people in our community fightcovid",0.389
"1538","let come unite loveeaefbf the fcfcdfce world wherever you from covid coviduk coronavirus coronaviruschallenge coronavirusoutbreak",0.657
"1539","atleast our state i concern about this virus ebaefbf i doubt some north state atleast show some serious to covid test due to lack of source and equipments and good hospital service fa",0.657
"1540","it spring time hello spring ffaffbffcbffcbffa may be this season come u good and healthy and god save u from cotonavirus stayhome covid hellospring albiyaalbieda spreadthenancylove",0.746
"1541","good morn everyone my daughter ha turn a corn we think she no worse aft day which i a good sign thank you all for your love and support message you are true comrade and friend edaefbf covid",0.746
"1542","personal wellbeing should be your numb one priorityffb i strong commend you take the guidance around social distance very serious to fightcovidwe will get through thisstay safe everyone edaefbf covid",0.746
"1543","we were ask to perform wudu time a day fortunate we use sanitize time a dayebefbf friday covid",-0.522
"1544","ye but world also need to put responsibility on china for suppress the information from the world about covid in ear months of december january if they had form the world early situate would be differentso dont just whitewash what they had donecbfbe",0.126
"1545","we should all be mighty proud of the muslim show eda toiletpapergate covid",0.746
"1546","at am cet all european radio state are gonna play the song edyouell never walk aloneed fabaedaefbfecovid coronavirus",0.746
"1547","coronavirus update a of march at ea numb of confirm coronavirus case in lithuania ea numb of test perform yesterday ea a total of sample test in relate to the suspect coronavirus to date eeaefbf",0.147
"1548","feel like this i the place for a little chimney sweep diary from denmark eccefbfchimneysweep askmeanything thestateofdenmark covid covidebc",0.463
"1549","many people are wait and worry about getting sick ffbfor people live with chronic ill we live with it every dayeb wish there was an end to it but then realize we have to choose to live through it ffceefbf chronicillness chronicpain covid",0.465
"1550","i saw something on my run commute today that summed up the response to covid in australia lady yoyo prepare for an interviewchecking they were stood apart their mic need adjust so they got right to each other face to fix them up ffaaedeefbfitsnotforshow",0.125
"1551","fafbcedefbf cite coronavirus risk attorney michael avenatti seek lease from jail oc register covid coronavirusoutbreak avenatti",0.125
"1552","coronapandemic i an example of how much our world ha change in last year eacefbf ffcchinas effect handle of coronavirusoutbreak ffcsouthkoreas excellent healthcare brought corona outbreak under controlca ffcturkeys excuse me tongue stick out ort of covid test kit to the u",0.389
"1553","eaaefbfall californians near million people have been order to stay at home except for when it i absolute necessary for them to leave until further noticeffto help slow the spread of the wuhancoronavirus coronavirusupdate covid socialdistancing",-0.066
"1554","final some good new anti malarial drug chloroquine when use in combination with azithromycin can cure corona patient ebaefbf chloroquine coronavirusupdate covid",0.657
"1555","parentals we are pray for you edaff lockdown losangeles lovegoals jesuschristislord coronavirus covid washyourhands stayhome homeschooling",0.746
"1556","u port new case in one day sou korea port new case in a day aus port new case in a day more than people are test posit global and deaths exceed in india theyre deny test if you do not have a travel history ffabedeefbf covid",0.125
"1557","we will overcome covid fbcecafbd coronavirusupdate covid covid covidghana",0.429
"1558","thank you to all the individual in the postal shipping and livery sector for maintain our supply chain yeall are credible fafbdedaefbf livery usps up fedex thankatrucker shipping mail covid covid coronavirus covid",0.746
"1559","covod fact beyondimagination eaaefbf covid covid coronavirus corona virus socialdistancing lockeddown coronavirusoutbreak pandemic inthistogether staysafe flattenthecurve digitalmarketingcasocialmediamarketingcaimaginmediacaimaginmediainc",0.177
"1560","if alcohol base hand sanitize take away the covid virus from our hand then our alcoholic fever agbo root can take out the covid virus from the inside fabfbdedefbf",0.125
"1561","kanikakapoor travelled from london to mumbai on kept h travel history hidden travelled to lucknow to attend a party with guest stay in ead hotel this i a perfect example of bee an irresponsible citizen and threat to whole city in such situate covid",0.58
"1562","social story are exact what their name suggest very short and simple story that illustrate a particular social scenario often in picture format read our blog by magic word therapist sarah kassamhirji edaefbf",0.746
"1563","aaynobcovid covid covid coronavirus trump do hi kagthang faedefbfafcbfafafa jina snl",0.125
"1564","my family day in quarantinefadfafbdedefbf eaea wshh hoodclips coronavirus covid staysafe quaratineandchill quarantine quarentinelife",0.125
"1565","aslamoalikum beautiful people ff allah understand over pray even when we cant find word to say themeaefbf jummahmubarak covid",0.657
"1566","protect yourself and other famedaefbf wilkaholic staysafestayhome covidnigeria spreadhope faithnotfear fightcovid covid washyourhands stopthespread socialdistancing donttouchyourface notofear besafe selfhygiene covid selfisolation prayforworld",0.746
"1567","every mom fear and stress i when h little darling i feel under the weather especial at this time of covid fear be well soon lil darlingffaeda",0.746
"1568","let pray for everyone doctor and nurse for bee healthy and they persist god grant them much heal fedaefbf coronavirusupdate covid covid",0.746
"1569","good hand hygiene i an essential part of protect yourself and other during the covid outbreak ecb read more",0.126
"1570","i do not understand thisffaffed ffbffb govern declare a curfew from pm today till am monday so why do we need to fuel up the vehicle when the msg i loud and clear stay safe stay home oh my god fab lka covid",0.068
"1571","amaze at the adaptability and resilience of my colleague at we are all excuse me tongue stick out eriencing covid different yet we are come together in spirit so we can continue to deliver our service a b a possible eda",0.746
"1572","break new pakistan will be open chamanspinboldak border cross to afghanistanfatal mistake and might further spread the virus in the region eaaefbfvirus can further spread in different area pakistan covid coronavirusupdate italy staysafestayhome",-0.066
"1573","in this quarantine you have to exercise at home we all want to have americas butt ffabaffabaeda cuarentenatotal covid covid captainamerica ffaadffaad",0.746
"1574","the ministry of defence mod ha place military personnel on high ready a part of a covid support force to support public service read more on shephardnews eeaefbf",0.147
"1575","i copy paste it from one of the lead physician in lahore this i the treatment given to suspect covid patient allah raheemeda",0.746
"1576","just a allah turn night to day by hi will burden will turn to bless eca jummamubarak fridaymotivation covid",0.351
"1577","herees to the real heroes who are putt their live at risk for u everyday edaefbf thank youu to all the doctor nurse lab attendant ride and other hospital worker for bee so brave coronavirusupdate coronavirus covid pandemic",0.746
"1578","brussels step up response to the pandemic a member state introduce more stringent measure to slow the dead virus covid worldleading virologist pet piot join new eu covid advisory team eeaefbf",0.147
"1579","a pandemic magnify all exist inequality work from home in a whitecollar job i easy employee with salary and benefit will be better protect eeaefbf",0.147
"1580","and fascinate foresight ffaff in highlight infectiousdisease pandemic a a key risk face business in the near future fbcecbefbf",0.1
"1581","g them hell nancy fight for the people eca coronavirus reliefbill pandemic covid",0.429
"1582","bright side the tastelessjokes make their own pandemic lucky you most comic would kill for that career break showtime fall lineup elevator pitch excuse me ites a spinoff call themaskedcomedian w m a a sponsor bring new mean to batsoupcrazy see comedy edaefbf",0.746
"1583","hey what the fuck were you think send salesmen door to door in caerphilly on wednesday you know therees a fuck pandemic donet you ffaa faedefbfaf covid staysafestayhome",0.125
"1584","order in a pandemic also known a coronavirus i like play russian roulette fabfbedefbfb",0.125
"1585","thank you very much for all healthworkers edaefbf scientist fadf pharmacist faf pandemie pandemic covid coronavirus we ffc u",0.746
"1586","thank you skipfd always eda the variety quality in your ffeacfilmtwitter lineup took a small twitter break but am back and look forward to more fantastic cinema exchange a we all ride this pandemic out let take comfort in a neverending love of moviesffbaffbd",0.746
"1587","just goes to show who are the real heroes that keep this country running edaffa perhaps they will final start to get the appreciate they serve fdedication coronavirus pandemic covid stayathome coronavirusuk keyworkers coviduk thank",0.746
"1588","are yeall serious that even during the current economy due to the coronavirus pandemic you are continue to charge overdraft fee i literal had to turn my bit card ecoffed today through your app please help donet hurt people right now fbeaefbf",0.657
"1589","healthcareworkers send lot of love and strength to all the healthcareworkers nurse out there who are save live and safeguard our heal rounde the clock during this covid pandemic respect nurse edaefbfafaedeaefbfaedeaefbfaedfacfacfa",0.746
"1590","this pandemic will show who your fake friend are theyell take a shit anywherefafafbedefbf",0.125
"1591","tech well drama may help other deal with this pandemic so thank apple ffbeccefbf",0.463
"1592","now more than ever i the right time to fine your career goal and lay out a clear career pa get the barrett group clarity programca submit your resume",0.117
"1593","econ my mamaed i got bore so i said fuck it it i fabfbedefbf corona virus coronavirus pandemic italy usa china onmymama triller music chicago chicago illinois",0.125
"1594","if therees a musical ffaa ffa why not have a chuckle or giggle during these strange time eda how about acdc it was love at first feel cdc come on serious mc hammer cant touch this coronavirus covid pandemic musical popmusic",0.746
"1595","drama fold between graduate ffaaedeefbf covid pandemic",0.125
"1596","how many people know psychic sylvia browne predict the covid in a book she wrote in look it eacefbf ites interesting creepy pandemic cashutdown coronavirusoutbreak coronavirus nationalemergency notmypresident worstpresidentever epsteindidntkillhimself",0.286
"1597","and this i why held the line for a long a he did held the door open at the bank wait for the last partner in crime to make their escape aft robbing the place blind and during a pandemic i just cant believe it or maybe it all prove what we thought ffabedeefbf",0.125
"1598","eaaefbf a hysteria and general panic spread across the usa and the world ffce due to mismanage and misinformation about coronavirus i can on wonder how prepared the nation would be if some other event take place during this pandemic break cnn unitedasone",-0.066
"1599","englandes chief medical office chris whitty uks chief scientific advise patrick vallance fend govtes response to covid and say not enough i known yet about how the virus will mutate eeaefbf",0.147
"1600","i dont usual mark on this but it just happen that i have now been single for year to the day and if i can be alone for day then you can be alone for min day and an optimistic max day i believe in you eaaefbf covid coronavirus selfisolation",0.177
"1601","learn how you can protect yourself and your community from coronavirus eeaefbf",0.147
"1602","good morn eefbf everyone im grateful for a cup of coffeemy coffee in the past week what are you still grateful for even in the midst of coronavirus covid",0.465
"1603","so heartwarming edaefbf",0.746
"1604","so euh yeall final realize that meat kill people i mean the coronavirus came from eat bat ecbut we donet eat batsed no you eat other meat that cause heart diseasediabetesobesity that kill too fabfbedefbf",0.125
"1605","ffaa esports ecefbf sport i wide hit by the coronavirus ffb but esports are always avail for punt ff read more",0.311
"1606","ha announce a complete ban on eviction for months to protect rent and landlord affect by coronavirus read the full announce here eacefbf",0.389
"1607","these day remotework take new form for example in finland school are close due to coronavirus but student at a vocational college use tosiboxcae to advance study remote we are very happy to help tact u for a special price for educational institute",0.279
"1608","coronavirus nurse doctor heathcare you are in great need coronavirus quarentinelife coronavirusupdate people covid help nyc usa your country i call you please help edaefbf",0.746
"1609","the have announce a package of support worth more than cam for small business to help them during the coronavirus outbreak eeaefbf",0.147
"1610","covid world eaaefbfit i also crease in the hot and humid southeastasia indonesiamalaysiasingapore etc accord to who the spread i not relate to weather",-0.066
"1611","amenfedaefbf coronavirus",0.746
"1612","care yourself to safe world corona coronavircbcs coronavirus corona coronaviruspreventions coronamemes coronavirusitalianews coronavirusoutbreakeaaefbf coronaextra coronavirusitaly",-0.066
"1613","imies work on the coronavirus covid tribute to the wide response to the outbreak find out more eu search activities eeaefbf",0.147
"1614","spain register coronavirus case in hour deaths heal ministry ca sputnik coronavirus coronavirusnederland covid",0.117
"1615","eeaefbf an awardwinning polish search ha identify a key enzyme that could help develop a way to crack down on the sarscov coronavirus",0.147
"1616","eaaefbf la cifra de fallecidos en espacba ffaaffb por coronavirus supera las eaeaeaea persona y hay casi eaeaeaeaea infectados",0.177
"1617","if you are planning to reduce the stream quality to avoid general internet problem in europe i agree with that but then i will downgrade my subscription because i wont pay for k to get hd fabfbedefbf are you think about change price too netflix coronavirus",0.125
"1618","when your sister know youll likely die of starvation during coronavirus ffb and that you can on live on chiaseeds nut fruit for so long roll in this nice jamaicanfafb care package ram goat soup mix ff impend weight gain oh lord ecthanks nads ff",0.407
"1619","in case you miss it ep final some posit new the dan bongino showcae",0.279
"1620","artwork of the day ebaefbf confinement coronavirus isolate",0.657
"1621","ifmeanternational forest medicinecaresearch involve forest medicine for heal welfare and integrate medical phytoncides forestmedicine foresttherapy covid coronavirus shinrinyoku naturetherapy salud heal naturebenefits ecotherapy biology forest",0.117
